fold,f1,precision,recall,accuracy,pc_EBOV_f1,pc_EBOV_precision,pc_EBOV_recall,pc_H1N1_f1,pc_H1N1_precision,pc_H1N1_recall,pc_H5N1_f1,pc_H5N1_precision,pc_H5N1_recall,pc_LASV_f1,pc_LASV_precision,pc_LASV_recall,pc_MARV_f1,pc_MARV_precision,pc_MARV_recall,pc_Mock_f1,pc_Mock_precision,pc_Mock_recall,pc_NiV_f1,pc_NiV_precision,pc_NiV_recall,pc_RSV_f1,pc_RSV_precision,pc_RSV_recall,pc_RVFV_f1,pc_RVFV_precision,pc_RVFV_recall,pc_SFSV_f1,pc_SFSV_precision,pc_SFSV_recall,k
4,0.4574074074074075,0.462962962962963,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,9
1,0.4526315789473684,0.42105263157894735,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,10
2,0.26666666666666666,0.3070175438596491,0.3157894736842105,0.3157894736842105,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.4,0.3333333333333333,0.5,0.4,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10
3,0.5478696741854637,0.5859649122807017,0.5789473684210527,0.5789473684210527,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5714285714285714,0.4,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,10
4,0.42962962962962964,0.4722222222222222,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.4,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,10
1,0.33500417710944025,0.33533834586466166,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.5714285714285714,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.2857142857142857,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11
2,0.42105263157894735,0.4473684210526316,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.5,0.5,0.5,11
3,0.28070175438596495,0.22807017543859648,0.3684210526315789,0.3684210526315789,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4,0.45370370370370366,0.5185185185185186,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.25,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11
1,0.3423558897243108,0.3017543859649122,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.2857142857142857,0.2,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
