Run,Library Name,Virus,HPI,ENSG00000251705,ENSG00000198938,ENSG00000198712,ENSG00000081051,ENSG00000198804,ENSG00000163631,ENSG00000177954,ENSG00000228253,ENSG00000133316,ENSG00000158874,ENSG00000197943,ENSG00000156508,ENSG00000087086,ENSG00000212907,ENSG00000198840,ENSG00000249072,ENSG00000091513,ENSG00000171564,ENSG00000198899,ENSG00000120885,ENSG00000196262,ENSG00000270276,ENSG00000229117,ENSG00000288859,ENSG00000115414,ENSG00000075624,ENSG00000111640,ENSG00000106927,ENSG00000197756,ENSG00000112306,ENSG00000174444,ENSG00000130208,ENSG00000109971,ENSG00000197249,ENSG00000089009,ENSG00000197061,ENSG00000273542,ENSG00000203811,ENSG00000291931,ENSG00000105372,ENSG00000278705,ENSG00000167996,ENSG00000144649,ENSG00000156482,ENSG00000181163,ENSG00000276966,ENSG00000225840,ENSG00000135486,ENSG00000198886,ENSG00000130203,ENSG00000123416,ENSG00000156976,ENSG00000089157,ENSG00000171858,ENSG00000168028,ENSG00000177600,ENSG00000175899,ENSG00000176155,ENSG00000197903,ENSG00000142937,ENSG00000286522,ENSG00000161011,ENSG00000166598,ENSG00000278229,ENSG00000136942,ENSG00000144713,ENSG00000197958,ENSG00000171560,ENSG00000134294,ENSG00000223367,ENSG00000291544,ENSG00000142534,ENSG00000167658,ENSG00000145592,ENSG00000227097,ENSG00000149273,ENSG00000150394,ENSG00000283777,ENSG00000198918,ENSG00000203814,ENSG00000169045,ENSG00000169020,ENSG00000227794,ENSG00000174748,ENSG00000147604,ENSG00000167526,ENSG00000184260,ENSG00000122026,ENSG00000034510,ENSG00000181019,ENSG00000065978,ENSG00000197746,ENSG00000084207,ENSG00000008988,ENSG00000135404,ENSG00000138326,ENSG00000170421,ENSG00000287080,ENSG00000069869,ENSG00000092841
SRR27926930,MockBPL1,Mock,,5012.561481,4145.875039,3351.011737,15057.027933,2698.843204,15303.884567,6975.395868,4964.702335,7224.66853,19296.211346,1942.029882,10050.912668,7315.351287,1086.58273,2935.81633,320.078083,5146.961973,2697.0979970000003,1139.187892,2375.896395,6421.665113,5026.829546,6927.690638,3220.586022,753.484226,3402.452583,4135.6037400000005,1989.073592,3921.451713,3403.053509,3568.05786,3268.987457,1791.859965,1868.721704,3475.498141,2471.43248,2591.674753,2941.74464,2825.71916,2442.767523,1850.903488,1957.160951,166.917466,1702.977512,2612.871822,2107.877512,22.85756,3334.602641,246.337881,1036.16098,2274.13365,362.504769,2842.288866,2251.759234,1808.755917,2027.259855,1430.370902,56.379003,2241.884545,2020.400184,2852.246061,512.956861,741.6458160000001,2167.982535,2366.4086650000004,2481.7483730000004,1614.559389,1078.133641,608.159014,2155.974759,449.951349,2465.708615,2086.480579,2677.0527600000005,2319.125315,2393.287504,121.930322,1148.76522,2153.220098,1664.008817,870.6777079999999,2036.056078,1444.284384,2288.742095,1919.998526,1902.604453,792.119269,1703.8054519999998,2351.267761,1462.770588,1193.954788,479.22974,1450.810951,1928.630025,938.83514,2048.776291,1078.264233,1808.436591,168.060786,2036.768821
SRR27926931,Mock62,Mock,,2751.360921,4431.908803,3232.387634,16310.39392,2976.197045,15209.115021,6620.781653000001,2815.85141,1401.9692329999998,14948.4711,1323.797819,8027.442534,8105.825721,1149.610088,2221.009697,271.924127,4040.698723,4089.250875,902.396424,2124.488565,5510.100419,6503.587004,6071.761232,4366.014628,1242.201972,4938.480718000001,3626.197412,2028.443796,3491.275688,3049.891557,3203.237641,2948.7245820000003,2218.817004,1498.7638109999998,3183.020217,1604.780979,3056.161805,3980.167337,2896.3744420000003,2436.735394,1880.53269,3032.089786,180.520676,1621.893313,2339.20036,1982.202769,29.878154,3254.01359,247.6296,1480.2503370000002,2449.028799,371.691837,2794.238076,1930.511261,1732.197442,1998.965152,1137.202193,84.38044800000002,3026.62126,1789.66687,3208.156956,1104.026462,881.7205140000001,1963.947812,2352.1664450000003,2393.508654,1544.529032,1102.1484,741.727368,1966.916537,753.7280460000001,2343.167596,2150.626268,2350.444551,2214.567812,1937.492565,133.561785,1330.606118,1821.70885,2365.264717,722.770334,1738.719403,1688.809533,2006.296626,1789.004523,2200.095191,1061.00759,1518.760356,2271.532805,1280.380797,1031.96773,554.026494,1673.475142,1852.718831,763.817768,1664.949696,2024.122675,2090.542363,225.644177,2195.318259
SRR27926932,Mock61,Mock,,2244.930645,5480.748035,3738.131933,14949.339586,3552.785284,14340.962857,6186.090442000001,4217.075857,2228.841921,17143.591527,1341.903213,8251.085208999999,7494.088078,1198.377616,2301.555247,255.044397,3615.595418,4106.792927,991.197524,2426.844122,5501.472016,5834.098974,6381.871652999999,3870.669338,1205.092458,4544.068877,3451.741523,1882.998245,3302.534955,2838.502586,3388.8596,2463.069918,1978.466528,1419.869882,3207.542171,1738.999011,2700.292323,3339.817098,2485.4682820000003,2155.129727,1774.87793,2147.819028,188.217567,1689.879374,2806.696361,2159.208491,20.494257,3439.764458,257.104156,1060.104342,2469.956219,390.088184,2541.893582,1915.235332,1642.056458,1715.447985,1112.37844,96.322793,2897.488617,1673.212913,2817.024421,704.488614,953.18472,1908.136047,2261.086921,2292.3286510000003,1532.7439370000002,1119.6482669999998,818.382115,1885.385712,860.396712,2297.044545,2083.361151,2367.453898,1805.469669,2026.203831,116.709582,1192.129215,1665.431529,2193.7704620000004,834.285266,1596.674911,1637.646965,1832.418205,1863.022224,1811.014326,1075.662291,1660.851534,2339.172834,1325.788926,1104.102366,555.67111,1478.073542,1921.632531,827.159343,1845.541119,2014.966804,1938.188249,231.090616,2173.541659
SRR27926933,MockBPL2,Mock,,6433.889106,3479.727398,2323.620465,13311.629752,2135.040431,12924.436879,6668.138416,2417.514644,2779.126902,20427.303203,1717.3836660000002,10003.479617,7041.102593,909.735518,1968.439265,133.554298,4280.982291,2432.272444,694.608517,2375.069222,5545.810437,5719.414259,6572.266482,3777.594768,877.408095,3390.08215,4242.110132,2061.285541,3757.090792,3165.131947,3627.914288,3259.037347,1826.914283,1607.484535,3192.709498,2131.433209,2730.434321,3792.426488,2746.713541,2597.383876,2128.514678,2647.442139,163.317827,1681.988033,2362.209582,2059.356678,34.074168,3195.679518,176.35212,1530.8371160000002,2132.3956510000003,326.81502800000004,2741.199805,2071.565329,1747.622547,2116.221138,1487.1622599999998,53.185105,2340.479503,1936.069939,3126.284223,898.4373429999999,706.01118,1925.956047,2200.887435,2404.237751,1608.282439,1042.346067,675.382709,2082.599711,439.536689,2488.833381,2174.6225,2566.061076,2288.542242,2224.526332,126.821491,1090.952678,1901.697461,1914.792185,727.520882,1900.901214,2021.523136,2183.804951,1940.35387,2334.931819,965.671994,1532.336143,2932.400805,1408.592992,1076.923173,558.6634339999999,1637.458945,1893.94054,1018.735387,1798.101492,1328.5404480000002,2059.604249,153.069603,2321.098454
SRR27926934,Mock32,Mock,,3231.445395,5420.233562,4061.883808,15797.437761,3854.817325,15413.677918,6092.210476,4973.803655,1183.50186,15799.397932,1350.7314780000002,7676.461362,7543.188869,1543.987235,2852.918897,375.731905,4145.319868,4403.497835,1387.772643,2338.560612,5374.539874,6980.344229,6079.321341,4595.174186,1362.914918,5049.830516,3588.310813,2066.14889,3274.25685,2885.72089,3043.302174,2605.83311,1701.943209,1513.018379,2991.684044,1528.512451,3085.899848,4052.818287,2670.096743,2343.184002,1902.936195,2479.401458,200.664671,1601.596872,2411.250413,1980.513764,22.694152,3384.388256,347.292667,1310.358097,2388.233128,394.135346,2643.330902,1869.697193,1616.531695,1890.650977,1219.319427,114.715416,3189.867334,1730.057863,3362.603432,866.648732,900.1876540000001,1821.111363,2323.572179,2243.495229,1442.6253359999998,1087.066102,726.077483,1854.402778,965.178651,2231.983871,1923.193224,2281.0801770000003,2134.042711,1988.476833,128.717472,1300.096649,1702.118937,2362.885058,808.528886,1558.365269,1583.83442,1884.559579,1723.598847,1933.730645,1150.922842,1415.319246,2126.358863,1206.288457,970.14366,566.842048,1642.745805,1774.229254,831.8025329999999,1633.759862,2044.667928,2137.966345,254.195979,2047.972011
SRR27926935,Mock31,Mock,,3059.071623,5370.803104,3715.749105,14664.787203,3497.130286,14387.225503,6215.741942000001,4497.448791,2138.126116,17713.35826,1269.008749,7965.749217,7500.927221,1371.043645,2470.236443,515.26894,3698.859632,4220.923366999999,1072.102858,2353.555372,5643.289379,6608.26661,6571.831409,4315.244045,1210.107348,4760.963830000001,3447.218957,1950.386057,3438.832577,2870.298609,3395.447109,2649.620142,1535.210474,1437.770028,3069.507478,1641.142391,2780.77494,3707.74063,2591.055672,2221.306578,1877.271983,2354.700741,192.331738,1693.768632,2742.73681,2304.21326,607.888944,3474.658759,301.744942,1139.291232,2491.23934,388.330777,2521.989648,1943.035354,1612.364111,1703.0087110000002,1182.047184,76.45541899999999,3064.49186,1624.2503459999998,2996.950362,863.715935,947.351022,1941.811104,2268.348422,2269.045751,1426.447403,1145.626454,722.648448,1881.750419,1004.546795,2196.6467310000003,1874.087293,2384.877879,1747.481105,2010.304243,123.755703,1256.937109,1680.738233,2202.105173,788.062859,1683.231833,1700.0259500000002,1869.54884,1767.319154,1818.672204,1174.445616,1615.260492,2291.838885,1255.869189,1083.057423,555.953484,1506.8397760000005,1951.037722,889.818118,1777.290492,2027.172702,2108.633077,253.468744,2197.418369
SRR27926936,Mock242,Mock,,5662.777871,257.899092,190.153007,12715.420097,326.179873,11279.360971,2498.320436,115.88094,2007.650814,15067.129798,3095.026872,5633.432635,4412.516322,85.821065,140.546103,64.307476,4830.901845,1963.218873,33.894698,2687.901558,2283.9792420000003,8201.433037,5337.201379,4462.441408,2925.045509,4761.907905,2335.907173,3973.803277,3439.932244,1394.188214,2818.7075,4382.882134,1500.012646,1057.036454,2956.163499,1572.573379,2966.797365,4592.808838,3095.853988,3686.444861,3690.297333,1575.271284,113.660503,802.324776,1472.8384529999998,3341.87444,18.304046,3468.442396,12.193618,4612.01882,1292.84052,310.237766,2619.607323,1554.688636,2240.177387,2662.192376,1197.628884,243.879236,1996.958129,1180.503618,4034.464126,4254.045361,1041.442755,420.792083,1525.367283,832.174161,901.842321,1309.229635,223.667611,1550.009799,350.521788,1349.666153,3965.748417,1141.957689,997.89484,1979.146363,249.088788,1387.175483,755.2763289999999,1001.460053,949.053075,1906.518433,527.537753,1434.230198,823.225173,3364.303634,741.324453,983.16315,2762.184683,669.475103,464.249449,1167.571456,1901.224871,1743.668946,1543.093975,829.674717,1833.426469,2916.281172,124.798911,1824.706755
SRR27926937,Mock241,Mock,,4392.023865,6078.07557,4737.502709,18535.23312,3964.926023,15275.992123,6296.458962999999,6562.874826,3563.873185,14383.076623,1252.006033,9250.510115,6721.962538,1681.453077,4418.504234,364.521687,5137.717751,3478.725485,1671.925123,2222.485878,5611.742577999999,4144.491746000001,6266.308854,2254.119915,1304.09619,3510.355589,3437.6305770000004,1938.31222,3763.326211000001,3091.512028,3528.885413,2343.24373,2307.8849760000003,1523.1524090000005,3016.315955,2015.780452,1978.730853,1223.179502,2309.347657,2181.23818,1837.448962,1787.437366,217.122853,1656.828513,2798.0389090000003,1872.950671,23.405228,3380.217423,385.311934,652.114032,2372.593343,489.876977,2524.474591,2115.241684,1736.343777,1739.838832,1501.678055,90.812278,2109.622481,1905.221997,2190.335003,306.88223100000005,1067.081312,1888.926437,2109.468279,2262.620046,1468.097217,1315.537425,743.602707,1967.954518,1105.598876,2126.484686,2384.168313,2457.319103,1622.565809,2158.590201,128.92115299999998,1258.763469,1889.582064,1391.478719,1084.269513,1646.556652,1278.79202,2033.244413,1747.905456,1394.222758,561.326214,1638.003803,2157.66445,1187.403011,992.259201,623.139866,1249.140876,1820.460846,747.915488,1844.095899,1488.71912,1404.471002,241.660583,1880.804865
SRR27926938,Mock121,Mock,,3120.426347,5421.526942,3489.611971,15222.8189,3234.298999,15001.129585,6059.933945,3226.438391,3245.985837,18809.112895,1442.276559,8056.642327999999,7576.403755,1229.150129,2654.183359,278.045973,4024.472929,3731.482973,915.812457,2430.992027,5432.196413,4904.509532,6566.2465600000005,3230.773584,1220.309114,4058.529556,3450.1663630000003,1942.718896,3307.83772,2720.7456070000003,3371.011145,2705.589357,2928.87812,1497.719007,3228.497412,1671.0392,2232.837143,2798.222011,2502.477124,2126.201465,1683.241165,2063.445588,205.772058,1649.60597,2598.02678,1854.408233,23.452962,2920.880102,255.83749,1130.530191,2374.745884,432.340679,2559.369388,1905.579271,1671.848924,1731.056877,1225.9477379999998,97.989812,2431.12393,1697.395883,2474.665518,751.334215,986.617241,2021.672081,2248.834798,2272.904522,1535.46196,1245.249873,763.204653,1894.953326,896.141647,2192.0540690000003,2215.984846,2337.459652,1961.206505,2079.086185,138.87633499999998,1297.040722,1618.574199,1836.121298,995.594291,1727.433098,1824.954012,1903.621493,1787.079009,1885.242904,895.782432,1580.087546,2370.98571,1271.10318,1084.309757,583.98013,1469.719268,1855.526153,968.836306,1809.119795,1803.243966,1690.116013,228.766124,2094.240666
SRR27926940,MARVBPL2,Mock,,5006.467216,6097.722672,3617.298077,16871.563797,3559.367599,17769.972865,5868.919058,4418.76661,4933.073645,19667.951086,1847.756857,8003.110072,5800.070471,1446.19928,3574.591616,294.505274,4963.638497,3819.793205,1072.034241,2423.552129,4839.837278,5400.423749,6784.505315,3217.827344,1461.268933,3041.212658,3328.005866,2212.771311,3648.512623000001,2700.412764,3597.959973,2826.578251,2174.119848,1523.105125,2869.90673,1753.880602,2572.612887,3045.791149,2370.022317,2540.447044,1584.227057,1694.332789,213.608339,1613.51096,2471.995858,1843.377749,26.836185,3207.633176,251.415044,1286.711973,2050.868997,448.059488,2319.05097,2199.283751,1601.068044,1808.794344,1611.714799,116.249935,2534.626769,1804.667034,2570.08924,508.287924,1056.269264,1876.225372,2355.667131,2176.941358,1496.799678,1463.3242750000002,705.591058,1943.152398,1085.807424,2228.863404,2458.359561,2434.2052269999995,2072.030678,2241.814247,149.039774,1620.862388,1470.96509,1896.435869,1117.180714,1737.829181,2156.992622,2007.156503,1714.70712,1784.901925,814.795992,1530.530534,2354.398886,1310.6020600000002,865.8772570000001,727.3408310000001,1421.7134400000002,1877.483586,926.942378,1722.592942,1206.749298,1815.986678,218.537947,1758.677133
SRR27926941,Mock122,Mock,,1841.83904,6573.761533,4219.695458,16103.472838000002,3741.245848,15387.064748,5243.169387,3894.450627,2413.247819,19592.355957,1441.234119,7944.513173,7044.109796,1368.7908,3104.42217,163.246869,4848.385167,3966.669051,1061.588457,2889.633857,4523.117067,4257.769238,5858.833323,3068.92239,1540.808775,3985.029268,3220.885845,2268.18421,3049.836832,2390.559004,3073.475025,2397.482289,2955.392147,1560.9354050000002,2903.427727,1343.559815,2204.644534,2769.936497,2386.146004,2213.134372,1436.588188,2531.263549,219.445459,1534.947453,2307.193708,1439.147889,22.854265,3122.342094,278.296771,1613.825105,2224.451744,507.512073,2327.116722,1706.286042,1488.25431,1522.763492,1521.69288,101.557476,2259.853176,1624.232456,2130.108714,919.935452,1053.969243,1769.761972,2072.523559,2173.1129650000003,1409.087308,1331.951392,839.323111,1688.466763,1041.396671,2064.200506,1986.94116,2160.417373,2167.082203,1963.000455,151.303124,1355.990472,1380.119548,1615.299888,1119.839473,1558.521079,2218.996721,1796.9635629999998,1639.338843,1912.925905,743.09766,1384.687173,2287.048416,1182.587119,958.590553,715.624418,1457.581889,1550.6186329999998,1302.492304,1533.0621609999998,1710.497002,1552.186812,240.2005,1828.822804
SRR27926942,MARVBPL1,Mock,,3233.710469,7359.209968,4320.121356,18989.284791,4179.895936,18631.415029,5704.965486,5460.47369,5959.6570090000005,21644.350045,1606.370518,7897.278017000001,5704.019612,1340.812518,3424.007732,311.132344,6186.556621,3985.127711,1342.269267,2640.435254,5085.545058000001,4656.962084,6660.501833,2735.13675,1519.800687,2888.921189,3358.743334,2320.878014,3717.246978,2413.224228,3471.9075350000003,3048.212723,2077.148615,1759.290375,2827.864026,1689.543102,2064.747003,2213.394534,2425.516903,2347.7837520000003,1395.074319,1609.545165,241.728871,1631.306088,2524.062515,1681.115812,25.719066,2868.445834,288.531788,1225.960108,2045.011531,477.693865,2289.985037,2034.984385,1521.480459,1788.450918,1854.537089,126.747298,2245.486808,1748.25907,2084.820175,405.916087,1150.100483,1879.124461,2307.760928,2235.184377,1423.335273,1534.085915,686.460096,1891.534876,1237.071686,2167.359744,2243.4130910000003,2416.95302,1864.340248,2229.944057,168.664402,1475.759904,1563.2325000000003,1664.101256,1380.85392,1692.003848,1834.558818,1899.587511,1724.477085,1485.4784250000002,711.731848,1473.193137,2221.484191,1231.492967,869.9623819999999,743.6917219999999,1326.153101,1663.591362,1004.317698,1825.766052,1129.911759,1516.100208,259.686663,1705.474876
SRR27926947,MARV242,MARV,24.0,5064.521922,9003.253878,5085.825542,13551.883592,5275.957324,14188.2948,5357.132248999999,6956.88602,5459.734798,18463.293275,2166.146213,7635.745959,7886.639279,1955.655199,4701.452561,461.398914,3230.568887,2739.9544750000005,1610.306191,2744.317849,4383.852722,2995.2200190000003,6239.708023,1906.163452,2231.783414,4123.21547,3240.264822,2232.760307,3520.129263,2461.218028,3308.380245,2352.272559,2383.19077,1295.322859,2898.833855,1252.071734,1498.799837,1361.975664,2253.481084,2527.912847,1213.261991,2370.954497,337.943362,1558.5005170000002,2555.091849,1149.185546,29.593801,2748.254834,357.545229,925.960159,1932.464801,476.266566,2186.202521,2145.528978,1517.1244,1694.389427,1483.02966,175.233406,1616.575301,1834.050588,1529.624585,919.684158,1220.76877,1918.480479,2385.742218,2192.164698,1544.464985,1165.759365,933.537505,1828.821481,1297.350764,2165.169092,2660.065891,2458.747791,1827.63676,2141.354645,239.844319,1598.961357,1373.847146,971.016878,1434.825977,1745.6029500000002,2212.065121,1920.878017,1654.966991,1516.88537,534.988438,1480.255106,2734.536205,2012.849288,787.628751,795.0712629999999,1690.687046,1812.82277,1135.647134,1683.241483,1592.6547,1064.849882,403.130771,2001.963784
SRR27926948,MARV241,MARV,24.0,3195.920502,5200.899399,2843.619899,13777.236166,2754.09802,15179.289244,5696.001094,3479.5175,17310.056124,17210.535645,1555.676082,8195.625225,8158.142351,1045.449384,2874.189092,245.89913,3982.928169,2916.06461,820.943286,2838.505168,5138.422846,3209.555124,6353.009602,2173.5652,1948.805218,4399.648496,3531.188157,2115.823604,3629.132868,2678.03873,3564.357542,2197.469656,2441.963116,1279.748524,2924.220854,1304.652034,1478.090924,1789.754135,2511.251764,2452.164517,1099.027512,2523.544772,276.754225,1667.944869,2990.222365,1248.70626,28.251603,3124.490911,181.917611,951.710488,2031.776126,403.855933,2390.336086,1872.092357,1558.256618,1851.059066,1458.887851,96.892058,1664.062063,1966.882372,1743.019345,1074.612829,1169.3261730000002,2011.627321,2420.460081,2393.657584,1614.5001739999998,1170.476377,879.9413139999999,1953.896848,1038.60322,2161.817777,2504.400347,2373.0972449999995,1764.853223,2374.538478,171.089688,1381.449762,1576.290254,1157.9461259999998,1071.442787,1563.8690720000002,2089.191345,1995.164684,1875.525405,1615.377828,680.904677,1740.841083,2708.218066,2281.425654,938.595979,785.9604099999999,1747.906361,1938.374219,1135.708445,2113.542931,1727.754787,998.211155,334.06268,2326.279688
SRR27926949,MARV122,MARV,12.0,4796.031397,6742.315616,3727.141607,18376.101222,3724.810479,15765.025061,5849.795161999999,4964.119202,2729.39866,15123.412205,1814.161339,7721.298622,7649.856015,1460.941654,3871.019144,238.485221,3866.715759,4293.937791,1166.926558,2919.580502,4894.997766,3739.268856,6707.337652,2156.633474,1729.399443,4350.32252,3085.392388,2475.68545,3944.17945,2810.353393,3291.024428,3187.6318330000004,2716.456323,1489.874019,2845.124235,1359.043657,1743.080618,1584.761021,2303.877224,2643.806333,1354.515755,2288.109596,249.666883,1710.950738,2506.346584,1359.772218,25.354295,2703.301113,230.728016,1026.632975,2046.297054,483.708213,2318.268061,2347.07776,1595.662523,1963.942402,1354.172434,138.241031,1937.326411,1882.493987,1789.214964,767.867978,1242.47019,1911.348952,2375.786171,2229.949594,1585.027992,1363.169217,820.882054,2004.098304,1070.790172,2238.1913910000003,2448.769314,2634.9035,2030.901613,2262.122191,169.690205,1555.936631,1606.635271,1223.011997,1218.693375,1781.77583,1765.40033,1979.297549,1712.041246,1488.90136,566.924468,1550.559341,2410.064401,1698.924755,822.127783,774.661207,1724.221269,1918.99086,958.518986,1813.443816,1629.516936,1182.371219,271.535992,2073.890684
SRR27926950,MARV121,MARV,12.0,2672.066691,6585.246262,3920.573345,17080.582922,3801.758737,15136.149495,6172.829568,5036.735078,2579.241301,19359.263063,1091.233774,8219.951629,8259.09872,1398.23043,3215.018557,239.479453,3648.143621,3999.308863,1251.806292,2544.911402,5515.961418,2595.827169,6812.826554,1363.35943,1679.27502,3878.253338,3264.5177160000003,2013.230424,3764.854344,2759.644254,3732.08494,2585.524982,2970.132031,1427.360055,3079.850082,1645.052052,894.352951,125.307134,2090.728808,2195.814703,1422.1443,2454.546169,273.954104,1708.143517,2964.47894,1554.727874,14.825005,2916.76885,255.009599,547.485758,2345.920454,478.975798,2432.225065,1737.278246,1655.59973,1739.85919,1263.58703,166.58734500000003,1681.840464,1964.701426,1467.569695,488.968715,1157.635286,2118.5897560000003,2253.215737,2448.471079,1733.0077250000002,1262.351818,766.160477,1877.339583,977.881131,2235.922622,3018.683813,2575.180239,1334.533822,2303.460579,125.148578,1412.515785,1546.0537129999998,956.116117,1214.880727,1653.256871,2421.762983,2038.415079,1945.231231,1381.570569,515.939392,1716.993003,2496.97205,1886.510464,1033.732159,673.615352,1449.0040479999998,1928.898417,1247.525459,2067.023745,1791.478085,870.953521,311.305532,2265.030265
SRR27926952,LASVBPL2,Mock,,3499.758092,6961.486143,3758.804558,21468.784,3562.94576,20462.28199,5945.675937000001,3694.60293,2566.1257250000003,17716.487518,1759.055174,8015.544084999999,5736.499357,1444.778844,3912.601465,651.087357,5532.453578,4389.380506,1108.272483,2837.803269,4854.148509,4170.738723,6225.770724,2892.408973,1740.986891,3208.674751,2956.907133,2301.537469,3346.685093,2468.680496,3055.796403,2604.12355,2389.670638,1749.271472,2717.305749,1442.546272,1836.70063,2786.174407,2184.286141,1945.114513,1373.960263,2163.904235,277.378591,1519.576074,2448.072506,1621.640968,26.439972,2988.90114,248.96204,1626.396143,1984.138139,576.233885,2220.526156,2006.581837,1561.3937569999998,1677.1660060000002,2195.701773,128.800128,2084.826011,1590.153008,2146.038113,704.205984,1316.76741,1604.417532,1924.103548,2008.816395,1392.814484,1777.2529100000002,851.710543,1782.701993,1561.577884,2055.172482,1724.3263920000002,2357.442614,1995.952863,1988.436217,176.76640700000002,1541.711519,1498.579986,1554.981074,1213.827636,1629.918436,1515.912935,1721.880478,1611.494248,1745.185576,810.265027,1435.4733239999998,2132.69544,1230.137671,879.9020459999999,815.824927,1257.8263459999998,1658.589743,941.687726,1740.847802,1193.892246,1458.382411,281.043784,1644.980376
SRR27926953,LASVBPL1,Mock,,3987.633077,8017.419675,4578.049204,20260.505648,4396.823472,21154.758405,5777.762151,4865.58614,2549.659947,18001.113475000002,1642.55434,7246.528142,5418.283941,1770.095089,4034.389561,421.22023,6331.048695,4145.099565,1392.180706,2939.864718,4868.432383,4192.675602,6121.95328,2859.658215,1775.316618,3045.531722,3054.116584,2381.866552,3199.15933,2333.882514,2792.737387,2650.9344290000004,2337.13348,1824.509472,2712.840651,1542.393884,1949.838959,2571.068711,2204.584535,1994.923421,1322.21849,1602.425692,272.67736,1482.06329,2275.792432,1620.205473,25.275121,3024.12718,337.370214,1543.673659,1878.643003,547.652417,2173.403981,2061.823716,1466.465849,1547.4336999999998,2178.074272,132.727834,2111.71033,1458.403474,2097.084552,684.0974,1265.795122,1701.725023,1999.838063,1977.941082,1338.190546,1711.785723,814.001798,1721.365255,1625.478414,2005.813268,2048.132941,2212.834804,1962.82489,2053.009557,185.855291,1499.79247,1541.074365,1551.458799,1368.810436,1564.1047099999998,1478.479338,1671.490306,1568.065845,1607.674505,797.41367,1382.56677,2060.299703,1143.737426,869.801289,819.3532230000001,1228.987065,1655.2381320000002,748.671326,1694.495939,1205.519203,1428.788677,315.301933,1622.344481
SRR27926958,LASV242,LASV,24.0,3565.216205,7004.292168,3981.764868,20941.227888,3755.674005,20746.715853,5965.417227,3953.127749,3701.502225,20192.215488,1975.166787,7888.5135,6303.581143,1639.415083,3879.780059,332.94022,5583.432598,4834.922775,1122.349485,2739.900543,4974.119383,5046.989279,6469.982927,3724.440809,1630.416964,3205.404465,2686.0507320000006,2359.119992,2937.8275200000003,2487.202295,3164.2041480000003,2508.080472,2215.005725,1862.898235,2683.643816,1489.076203,2279.775926,3661.762556,2285.470351,2083.112926,1643.291392,2082.475931,250.690509,1531.160981,2363.315242,1987.378636,34.253166,3085.559455,273.224356,1574.154853,1870.255402,506.71619,2313.7977410000003,1990.374561,1525.651839,1698.749965,2077.97473,110.416253,2246.715336,1556.539912,2348.939392,849.294772,1403.750306,1682.7752759999998,2017.662956,1819.224571,1401.602241,1747.609566,791.682085,1701.171887,1559.219045,2139.573178,1918.222138,2181.393273,1722.344631,2046.773044,165.472882,1655.891174,1401.547268,2046.265871,1063.733431,1605.296684,1899.549846,1744.411483,1429.666845,1754.809642,1002.983529,1426.146292,2126.472015,1070.153931,847.008305,781.101882,1329.437919,1711.89765,823.81197,1655.953079,1196.838931,1684.603866,252.482493,1595.548666
SRR27926959,LASV241,LASV,24.0,5197.05193,6255.879358,3467.847727,20229.758825,3632.310902,20472.764226,5714.326255000001,4131.439867,2779.040498,18814.763342,1592.81934,7550.143077000001,6132.882502,1680.697621,3615.961234,419.793681,5866.161289,4685.523879,1075.062908,2874.664813,4884.638673,5003.752405,5887.696845,3794.155637,1811.956265,3131.113966,2675.390006,2367.571862,2907.091248,2369.4287520000003,3006.272274,2521.577769,2146.891951,1896.474066,2627.503669,1566.729745,2442.709385,3406.108634,2134.737292,2039.871232,1625.670861,1544.3701529999998,269.71101600000003,1493.2647470000002,2321.97786,2007.673296,45.597974,3130.908785,306.136656,1314.743666,1798.467035,497.667245,2298.931607,1823.31989,1483.863577,1602.590458,2073.961609,125.252925,2354.61811,1484.383971,2370.355229,723.6096289999999,1456.398193,1610.658409,1968.072328,1712.48488,1337.446415,1734.193878,826.672895,1647.132687,1737.869333,2044.941231,1912.515514,2019.798317,2049.69973,1934.000981,164.615489,1701.556679,1345.391746,1993.523224,1205.299667,1597.170631,1462.628306,1737.584073,1385.338158,1601.529262,941.065524,1416.388469,1995.997008,1052.876378,864.829842,792.092186,1295.418512,1689.726814,814.596819,1676.17439,1153.456236,1708.840077,285.761387,1513.510354
